Date of event,Name of event,At approximately what time did you arrive at this event?,At approximately what time did you leave this event?,Please rate your overall satisfaction with this event.,Please elaborate on your rating above - why do you feel this way?,"If this event were to happen again in the future, what could we do to improve your experience?","Based on your impression of the event prior to attending (from marketing, communications, word of mouth, etc.) how well did the event meet your expectations?",What could we have done differently to meet your expectations?,How safe did you feel at the event?,Did you feel the event was inclusive?,What could we have done differently to make the event more inclusive?,How fun did you feel the event was?,Please provide any additional feedback you have about this event that has not been shared in your answers to previous questions.,How satisfied are you with social life at Bates overall?,Please elaborate on your rating above - why do you feel this way?,"Please provide ideas, if any, for ways to improve social life on campus, or for events or activities that you would like to attend on campus.",Class year
18-Mar-23,Lost Valley Takeover,8:15 PM,11:30 PM,5 - Highly satisfied,"I don't ski a lot, very fun.",,4 - Exceeded my expectations,,5 - Very safe,Yes,,5 - Very fun,,5 - Highly satisfied,I am friends with lots of people.,,2025
3-Dec-22,Snowball,10:45 PM,11:30 PM,3 - Neither satisfied nor dissatisfied,I was expecting a more formal-semi formal,have a dress code and start earlier,3 - Met my expectations,,4 - Safe,No,adjust the volume,2 - Not fun,,5 - Highly satisfied,I love my friends,,2025
18-Mar-23,Lost Valley Takeover,8:45 PM,11:45 PM,4 - Satisfied,"It was fun! But we could have had more people there, it felt empty at times",,3 - Met my expectations,,5 - Very safe,Yes,,4 - Fun,,2 - Dissatisfied,After Covid it has been very limited to what social events students can do,More social events/dances/21+ events,2023
3-Dec-22,snowball,10:30 PM,12:45 AM,4 - Satisfied,it was fun,,3 - Met my expectations,,4 - Safe,Yes,,4 - Fun,the music was okay but the violin was not fun to dance to,2 - Dissatisfied,"i expressed my thoughts on this post halloween dance - in essence, bring back decades dances!",bring back decades dances :),2023
3-Dec-22,Snowball,10:45 PM,1:00 AM,5 - Highly satisfied,"I had a great time at the dance! I saw friends, had great food, and listened to great music.",,4 - Exceeded my expectations,,5 - Very safe,Yes,,5 - Very fun,,5 - Highly satisfied,I love how important social life is here at Bates. The college does a great job in creating a fun and safe environment.,,2026
18-Mar-23,Lost Valley Takeover,9:00 PM,11:45 PM,4 - Satisfied,It was fun but since it was postponed the snow was not the greatest. I had a really good time though and enjoyed the skiing and free food.,,3 - Met my expectations,,5 - Very safe,Yes,,4 - Fun,I enjoyed lost valley immensely. It would be fun to encourage people to wear costumes and to maybe have a ski hangout area where people don’t necessarily have to go inside to get food.,4 - Satisfied,I live with a bunch of my friends and really enjoy hanging out with them.,I would like a giant spikeball tournament.,2023
3-Dec-22,Snowball,10:45 PM,12:45 AM,5 - Highly satisfied,"It was very fun! I enjoyed the music, and I think Bates events are always fun. ",,4 - Exceeded my expectations,,5 - Very safe,Yes,,5 - Very fun,,5 - Highly satisfied,I enjoy the social scene at Bates because there is a lot to do.,More campus events!,2026
3-Dec-22,SnowBall,10:30 PM,12:00am (midnight),4 - Satisfied,"I felt that many people showed up and it was really nice to see a large crowd because that meant that people were excited to participate in a school-wide event. I enjoyed the desserts and I thought that the pizza was good too. There was space to dance near the music, and also space to sit or stand with friends to talk. I was dissatisfied with the music. I think it would have been better if the music had more words and included popular songs, however I remember the music being more instrumental.",,4 - Exceeded my expectations,,5 - Very safe,Yes,,4 - Fun,,4 - Satisfied,I think it would be beneficial to have more campus wide events in order to bring the whole community together.,I think more dances or festivals would be nice. I would love to see fun events during sports games also.,2025
3-Dec-22,Snow Ball,11:00 PM,11:30 PM,4 - Satisfied,I did not stay long enough to adequately judge,,3 - Met my expectations,,5 - Very safe,Yes,,4 - Fun,,4 - Satisfied,There is good effort and sufficient events.,,
3-Dec-22,SnowBall,10:45 PM,1:00 AM,4 - Satisfied,"The environment was fun and cozy, there was food, the lights and displays were really cute, and I had a fun time with friends!",,3 - Met my expectations,,4 - Safe,Yes,,4 - Fun,,4 - Satisfied,"Everyone seems pretty friendly, and it was not difficult for me to find people to socialize with",,2026
3-Dec-22,Snow Ball,10:30 PM,12:30 AM,3 - Neither satisfied nor dissatisfied,Why was there a violinist at a school dance?,Make multiple photo booth lines.,3 - Met my expectations,,4 - Safe,Yes,,4 - Fun,,4 - Satisfied,I have had positive experiences.,,2026
3-Dec-22,Snowball,11:00 PM,12:15 AM,4 - Satisfied,"I liked everything about the dance except the music. While having a live band and violinist is awesome, I think it’d be more enjoyable for the entire student body if there a DJ or just a playlist of current top hits and popular music. ",,3 - Met my expectations,,5 - Very safe,Yes,,4 - Fun,,3 - Neither satisfied nor dissatisfied,I wish there were more club events. I know this is not run by student affairs but I wish clubs would have more dances.,More club dances and night events on weekends.,2023
3-Dec-22,Snowball,11:00 PM,11:30 PM,3 - Neither satisfied nor dissatisfied,Just kind of boring and the people at the door were rude,Get nicer people at the door,3 - Met my expectations,,4 - Safe,Yes,,3 - Neither fun nor not fun,,5 - Highly satisfied,I have a strong base of friends,,2025
3-Dec-22,Snowball,11:00 PM,12:00am (midnight),5 - Highly satisfied,"It was super fun! Loved the live music, lighting, pizza, and overall atmosphere. Thank you to everyone who worked at or planned the event! ",,5 - Greatly exceeded my expectations,,4 - Safe,Yes,,5 - Very fun,Perhaps there could be a designated staff member there to help students with alcohol poisoning.,4 - Satisfied,It's fun!,,2024
3-Dec-22,Snowball,10:45 PM,1:00 AM,4 - Satisfied,The violin was out of place for a dance,,3 - Met my expectations,,5 - Very safe,Yes,,4 - Fun,,2 - Dissatisfied,I don't like to go to overcrowded of campus houses and drink on the weekend and that's all that there really is,"more dances, senior events, singles events to meet people",2023
3-Dec-22,Snowball,11:30 PM,12:45 AM,4 - Satisfied,It was pretty fun!,,4 - Exceeded my expectations,,5 - Very safe,Yes,,4 - Fun,,4 - Satisfied,I have no problems or qualms with the activities present on campus,,2024
3-Dec-22,Snowball,11:00 PM,12:30 AM,4 - Satisfied,The music was pretty good and the atmosphere was nice,,4 - Exceeded my expectations,,4 - Safe,Yes,,4 - Fun,I was glad to see that there were people there to help the students that got too drunk,4 - Satisfied,I wish I knew about more student ran events but I love my friends and have a lot of fun with them,,2023
3-Dec-22,Snowball,10:30 PM,12:30 AM,4 - Satisfied,"Good food, good decorations. Music could have been slightly better but overall good!",,4 - Exceeded my expectations,,5 - Very safe,Yes,,5 - Very fun,,4 - Satisfied,love the communities! everyone is great and easy to find people to hang out with. Sometimes a Friday or Saturday night is slightly lacking but overall fun,,2026
3-Dec-22,snowball,10:30 PM,11:30 PM,5 - Highly satisfied,great food and super fun!,,5 - Greatly exceeded my expectations,,5 - Very safe,Yes,,5 - Very fun,,4 - Satisfied,I feel very socially and I love the small campus!,,2024
3-Dec-22,Snowball dance,11:00 PM,1:00 AM,5 - Highly satisfied,The music was good and photos were exquisite.,,3 - Met my expectations,,4 - Safe,Yes,,5 - Very fun,,4 - Satisfied,I have good friends and the events by campus life are often good,,2025
3-Dec-22,Snowball,10:30 PM,11:30 PM,3 - Neither satisfied nor dissatisfied,The dance was much better than the Halloween dance in that the dance floor was more open. The band was good but I wished they played more popular songs.,It would be nice if there were more popular songs played.,4 - Exceeded my expectations,,5 - Very safe,Yes,,4 - Fun,,4 - Satisfied,There are plenty events that are fun to go and there is typically something each weekend to be excited about.,,2025
3-Dec-22,Snowball,10:30 PM,12:00am (midnight),4 - Satisfied,The music (song selection) wasn't particularly fantastic.,,3 - Met my expectations,,4 - Safe,Yes,,4 - Fun,,4 - Satisfied,Its a small college,,2025
3-Dec-22,Snowball dance,10:45 PM,12:30 AM,3 - Neither satisfied nor dissatisfied,"the pizza and ssnacks were great but I thought the music could have been a lot better; we really just want recognizable, danceable/singable tunes that everybody knows and gets hype to. it was a cool idea to have live music but the stuff they played was generally less popular than ideal. also the violin, while good, wasn't a good fit for the night. also they ran out of water :(",better music scene mainly,3 - Met my expectations,,4 - Safe,Yes,,3 - Neither fun nor not fun,,3 - Neither satisfied nor dissatisfied,it's good because I'm on a sports team but my poor roommate struggles to find any weekend fun sometimes.,tell treehouse to throw. mandate it.,2026
3-Dec-22,SnowBall,10:45 PM,12:00am (midnight),4 - Satisfied,GREAT Pizza and great music.... violinist was very impressive.,,3 - Met my expectations,,5 - Very safe,Yes,,4 - Fun,Thank you for a great evening!,4 - Satisfied,Overall great people at Bates - love my times here!,More school dances... gives students a place to go! 80's night and other themed events (maybe twice a month).,2024
3-Dec-22,SnowBall,10:30 PM,1:00 AM,3 - Neither satisfied nor dissatisfied,"The event was cool, but I wish there was some consideration for folks with dairy and gluten allergies in the snack department. Also, I think that it would be beneficial to utilize the student input taken from the survey for performers. Colby College got Yung Gravy to perform at their fall concert, so I think Bates could also get someone of similar caliber. Colby also let other students into the event so long as they had a college student ID and registered with a ticket. I think Campus Life should adopt this policy for all future events.",Plan what musical guest you are getting further ahead. I am sure students would appreciate their input on performer surveys being heard and utilized in making decisions. Let students from other colleges attend with a student ID and a ticket. Please get dairy free snacks.,3 - Met my expectations,,3 - Neither safe nor unsafe,No,"Please let students from other universities and colleges attend with a student ID and ticket as a guest of a Bates Student. Also, the snacks offered are not inclusive of those with very common food allergies (gluten, dairy).",3 - Neither fun nor not fun,,3 - Neither satisfied nor dissatisfied,The social events are fine.,,2025
3-Dec-22,Snowball,10:45 PM,11:30 PM,4 - Satisfied,"Pizza was cold by the time I got there, and I think a lot of people won't be getting the munchies until later in the evening anyway! ",,3 - Met my expectations,,5 - Very safe,Yes,,4 - Fun,"I know Chase isn't open until next year, but Bates should utilize more spaces on campus for different events in general!",4 - Satisfied,"LPD has been very strict with giving summons to off-campus houses this year, and it's really killed the vibe a bit",BRING BACK 80'S,2023
3-Dec-22,Snowball,10:30 PM,12:30 AM,5 - Highly satisfied,"I enjoyed the food and music, the dance floor was also much more open",,4 - Exceeded my expectations,,4 - Safe,Yes,,4 - Fun,,4 - Satisfied,I feel there are a good amount of events and dances,,2025
18-Mar-23,Lost Valley skiing,8:30 PM,11:30 PM,5 - Highly satisfied,Because it is neatly organized and the school provides us w/ rides to and back.,,5 - Greatly exceeded my expectations,,5 - Very safe,Yes,,5 - Very fun,,5 - Highly satisfied,Good. I felt included.,,2026
18-Mar-23,Lost Valley Take over,10:00 PM,12:00am (midnight),3 - Neither satisfied nor dissatisfied,Wish there was more snow but can not change the weather.,Honestly was pretty fun.,2 - Met some of my expectations,I do not know,4 - Safe,Yes,,3 - Neither fun nor not fun,,4 - Satisfied,I like Bates and the people here.,,2026
18-Mar-23,Lost Valley Take Over,7:30 PM,11:15 PM,4 - Satisfied,"There were fun activities, that didn't include skiing. ",,3 - Met my expectations,,5 - Very safe,Yes,,4 - Fun,,4 - Satisfied,I have a core group of friends and enjoy attending CAT activities with them.,,2025
18-Mar-23,Lost Valley Takeover,8:30 PM,11:30 PM,4 - Satisfied,"Good organization, fun event",,3 - Met my expectations,,4 - Safe,Yes,,4 - Fun,,4 - Satisfied,"Good events, maybe some more would be nice",What happened to the winter market from last year? That was a lot of fun,2024
18-Mar-23,Lost valley takeover,9:45 PM,12:00am (midnight),4 - Satisfied,Tubing was fun and students bands,,3 - Met my expectations,,4 - Safe,Yes,,4 - Fun,The event should have gone later (it ended early) and having inclusive food options would be beneficial. There has never been a gluten free option at any event I’ve been too for Bates and so I never can eat,4 - Satisfied,Na,Bates should have many more events. Typically there is nothing going on,2024
18-Mar-23,Lost valley takeover,8:45 PM,10:15 PM,5 - Highly satisfied,I loved the tubing and it was nice to have free snacks.,,5 - Greatly exceeded my expectations,,5 - Very safe,Yes,,5 - Very fun,,5 - Highly satisfied,I have great friends and I feel very supported!,More events with a bar for 21+ students.,2023
18-Mar-23,Lost Valley Takeover,7:30 PM,11:45 PM,4 - Satisfied,"It was fun, transportation was easy ",,3 - Met my expectations,,4 - Safe,Yes,,4 - Fun,,3 - Neither satisfied nor dissatisfied,"There could be more late night events, specifically for seniors with alcohol",,2023
